,class_name,class_description,word_count_class_name,class_name_cleaned,label,additional_labels
429,Charging Practice | All Levels,"Newest All Level Asana-centric Practice From Sri Dharma Mittra!
Practice Sequenced To Charge You With Pure Energy
Stretch, Energize and Strengthen the Entire Physical Body
Achieve Deep, Sustained Concentration
Yoga Nidra: Guided Meditation In Shavasana
Recharge and Rejuvenate the Entire System",5,charge practice all level,undefined,[]
430,Level 1,These foundational classes help students develop an understanding of yoga and the common poses (asana) used in most classes. Modifications are emphasized so that practitioners are empowered to make appropriate adjustments on their own. Students will observe and work with their breath and body positioning.,2,level 1,undefined,[]
431,15 Minute Midday Mobility,"15 Minutes of movement to increase circulation, muscle strength, and mobility!  No yoga mat or yoga outfit required.  A sturdy chair is recommended as a prop.",4,15 minute midday mobility,undefined,[]
432,Level 1-2,"These mixed-level classes are challenging and safe, to accommodate a range of levels in the students. As in all classes, students should be particularly mindful of their personal experience and adapt or avoid poses that may be more suited for other students in the class.",2,level 1 2,undefined,[]
433,Yoga Sculpt,"When muscle meets yoga, Yoga Sculpt is born. YS is a unique combination of power yoga and strength training designed to create a full-body workout.

Today, this type of workout is considered one of the fastest-growing and trending styles. Combining traditional yoga poses and principles with strength training, this high-intensity workout will leave you feeling stronger, refreshed and uplifted. 

Boost metabolism and build lean muscle mass as you move to upbeat tracks.",2,yoga sculpt,yoga,[]
434,Morning Open,"Start with sun salutations to warm up, this class will stretch and open the body to release tension while strengthn and tone at the same time. Finishing up with some hip openers on the floor and breath work.  All levels are welcome!",2,morning open,undefined,[]
435,Sunrise Express,"Rise and Shine! Start your day off right with this 45 minute Express version of our The Yoga Common Signature Flow. 
Designed with variations for both beginners and regular practitioners, this class meets you wherever you are. Expect a mix of energetic and vigorous poses designed to build strength, flexibility, balance and endurance.",2,sunrise express,undefined,[]
436,Private Class,"Those who already reached a maximum result and desire to improve their skills.
Beginners who are not familiar with the practice.
Focus on your personal goals and needs.
Will work around your schedule.",2,private class,undefined,[]
437,Running Club,"YS Running Club is for yogis and runners to cultivate consistency and balance in these two disciplines. Each week, we will meet up at the corner of Manhattan Ave and Norman St with a group to run around our beautiful neighborhood. All levels are welcome!",2,run club,undefined,[]
438,Urban Zen,"Urban Zen is the perfect antidote to our busy stressful urban lives. A deeply restorative practice, Urban Zen combines gentle movements, restorative yoga postures, breath and body awareness meditations and reiki with aromatherapy to cultivate conditions for deep relaxation. This class is appropriate for all levels as well as for people recovering from injury or illness. The class includes gentle reiki touch and supportive assists. Please let the teacher know if you’d rather not be touched or if you have sensitivity to scents.",2,urban zen,undefined,[]
439,Yoga Essentials,"In a welcoming, supportive environment, experience the essentials of yoga and yoga’s health benefits, including poses, breath, and philosophy. With detailed instructions and safe guidance, you’ll build flexibility and strength. Designed for the entry-level yogi, all levels can benefit from slowing it down and paying attention for deep learning and stress relief. *You will need to be able to get up and down off the floor easily as well as be able to put weight on your wrists.",2,yoga essentials,yoga,[]
440,"Somatics - Release Muscles, Release Pain","This is not a yoga class. Somatics is a a safe, gentle and effective form of neuromuscular (mind-body) training that goes directly to the root cause of most chronic muscular pain (inspired by Hanna Somatics Education). Sensory Motor Amnesia is the condition of chronically tight muscles that have learned to stay contracted due to repeated and reflexive response to stress such as accidents, injuries, surgeries, repetitive tasks, and on-going emotional stress. It is the only method of pain relief and sensory motor training that targets the condition of SENSORY MOTOR AMNESIA (SMA). ",6,somatics release muscle release pain,undefined,[]
441,Reiki Energy Healing,"This is one of our most popular services, helping clients achieve ultimate relaxation and peace of mind. This therapy centers around control and mindful meditation, ensuring that you are at complete ease with your thoughts. Our therapists are here to guide you through each step of the process, leading you down the path to overall wellbeing.",3,reiki energy heal,undefined,[]
442,Rooftop yoga,,2,rooftop yoga,yoga,[]
443,Gentle Power Yoga,"This class is designed for people of all levels and abilities to help explore and empower your existing capacity in a safe and nourishing way. You are likely to find strength and flexibility you didn't know about. The flow of the practice looks more like a gentle yoga class, with an additional layer of learning how to align, strengthen, and empower your bodies and spirits, even in the simplest poses. I will be drawing on the work I've done in gentle yoga classes, together with the internal energetics I've been practicing from Dynamic Yoga, Anusara Yoga, and Qi Gong. ",3,gentle power yoga,yoga,[]
